Team,Week,Season,HomeFlag,Result,AvgPointsFor,AvgPointsAgainst,AvgOff1stD,AvgOffTotYd,AvgOffPassYd,AvgOffRushYd,AvgOffTO,AvgDef1stD,AvgDefTotYd,AvgDefPassYd,AvgDefRushYd,AvgDefTO,AvgExPointsOff,AvgExPointsDef,AvgExPointsSpecial,LastPointsFor,LastPointsAgainst,LastOff1stD,LastOffTotYd,LastOffPassYd,LastOffRushYd,LastOffTO,LastDef1stD,LastDefTotYd,LastDefPassYd,LastDefRushYd,LastDefTO,LastExPointsOff,LastExPointsDef,LastExPointsSpecial
San Francisco 49ers,12,2010,W,N,15,23,16,295,208,87,2,19,346,239,106,1,-6.72,-2.37,-0.44,0,21,11,189,118,71,2,20,299,137,162,0,-23.69,-4.42,4.19
San Francisco 49ers,13,2010,L,N,16,21,17,305,198,107,2,18,330,234,96,1,-4.56,0.02,-1.29,27,6,26,386,125,261,1,8,203,190,13,2,12.73,19.13,-8.1
San Francisco 49ers,14,2010,W,Y,16,23,16,302,196,106,2,18,338,238,100,1,-4.51,-1.77,-0.84,16,34,11,269,172,97,1,21,410,274,136,0,-4.1,-17.88,3.17
San Francisco 49ers,17,2010,W,Y,18,22,16,305,200,105,1,18,340,241,98,1,-3.72,0.01,-1.21,40,21,10,336,241,95,0,20,361,277,84,5,4.22,17.8,-4.85
San Francisco 49ers,1,2011,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2011,L,Y,33,17,12,209,124,85,0,18,219,155,64,3,-6.19,13.21,10.14,33,17,12,209,124,85,0,18,219,155,64,3,-6.19,13.21,10.14
San Francisco 49ers,3,2011,W,N,28,22,13,207,128,79,0,19,345,291,54,2,-4.51,0.34,12.12,24,27,14,206,132,74,1,20,472,427,45,2,-2.83,-12.54,14.1
San Francisco 49ers,4,2011,W,N,23,17,14,213,144,69,0,17,306,243,62,2,-6.78,4.82,8.72,13,8,16,226,176,50,1,14,228,149,79,3,-11.32,13.79,1.92
San Francisco 49ers,5,2011,W,Y,23,18,16,270,177,93,0,18,358,284,74,2,-1.82,1.81,6.28,24,23,22,442,278,164,1,23,513,405,108,3,13.05,-7.24,-1.04
San Francisco 49ers,6,2011,W,N,28,15,18,300,183,117,0,17,340,264,76,2,2.91,5.34,5.47,48,3,28,418,205,213,1,14,272,186,86,3,21.86,19.48,2.25
San Francisco 49ers,8,2011,W,Y,27,16,17,302,171,131,1,18,335,261,74,2,0.23,5.77,6.45,25,19,14,314,111,203,2,21,310,244,66,0,-13.21,7.91,11.3
San Francisco 49ers,10,2011,W,Y,26,15,17,309,171,137,0,18,329,255,73,2,1,5.18,5.44,20,10,19,348,174,174,0,18,290,224,66,2,5.67,1.63,-0.61
San Francisco 49ers,11,2011,W,Y,26,15,17,308,178,130,0,18,337,261,75,2,0.97,3.59,6.04,27,20,16,305,228,77,1,21,395,302,93,2,0.7,-7.56,10.27
San Francisco 49ers,12,2011,L,N,26,14,18,322,188,133,0,17,325,249,76,2,1.53,5.02,4.43,23,7,25,431,267,164,1,11,229,149,80,5,6.07,16.51,-8.44
San Francisco 49ers,14,2011,L,N,24,15,17,306,179,127,0,17,318,240,77,2,-0.01,4.25,4.65,6,16,12,170,96,74,1,16,253,161,92,0,-13.85,-2.65,6.56
San Francisco 49ers,15,2011,W,Y,23,15,17,300,175,124,0,17,318,242,75,2,-1.23,4.25,4.85,19,21,12,233,143,90,0,12,325,270,55,3,-13.47,4.23,6.91
San Francisco 49ers,16,2011,W,N,23,14,17,299,176,122,0,17,324,248,76,2,-1.42,4.68,5.32,20,3,17,287,187,100,0,20,389,305,84,4,-3.57,9.33,10.53
San Francisco 49ers,65,2011,W,Y,23,14,17,302,176,126,0,17,320,239,80,2,-1.24,4.45,4.9,19,17,21,349,171,178,0,14,265,141,124,1,1.02,1.8,-0.22
San Francisco 49ers,75,2011,L,Y,24,15,17,310,182,127,0,17,330,253,77,2,-1.12,3.39,5.56,36,32,17,407,264,143,1,26,472,435,37,5,0.42,-10.46,14.14
San Francisco 49ers,1,2012,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2012,W,Y,30,22,22,377,191,186,0,21,324,279,45,1,11.61,-2.61,-0.57,30,22,22,377,191,186,0,21,324,279,45,1,11.61,-2.61,-0.57
San Francisco 49ers,3,2012,L,N,28,20,23,363,196,167,0,18,310,246,63,1,12.32,-2.19,-2.16,27,19,24,349,201,148,1,15,296,214,82,1,13.03,-1.77,-3.74
San Francisco 49ers,4,2012,W,N,23,21,21,335,194,141,1,20,321,230,91,1,5.8,-3.91,0.07,13,24,19,280,191,89,3,25,344,198,146,2,-7.24,-7.36,4.51
San Francisco 49ers,5,2012,W,Y,26,16,22,346,179,167,1,17,277,197,79,2,7.01,5.05,-1.14,34,0,26,381,134,247,0,9,145,100,45,4,10.63,31.93,-4.75
San Francisco 49ers,6,2012,L,Y,29,13,24,401,205,196,1,16,262,181,81,2,12.93,6.61,-2.49,45,3,29,621,310,311,1,10,204,115,89,2,36.62,12.87,-7.92
San Francisco 49ers,7,2012,W,Y,25,15,22,387,210,176,1,16,275,183,92,1,8,4.82,-2.69,3,26,14,314,234,80,3,19,342,193,149,0,-16.67,-4.17,-3.66
San Francisco 49ers,8,2012,W,N,23,14,21,376,199,176,1,16,272,173,98,1,6.83,5.33,-1.99,13,6,18,313,138,175,1,13,251,115,136,1,-0.14,8.42,2.18
San Francisco 49ers,11,2012,W,Y,23,12,20,369,200,168,1,16,271,184,87,1,7.12,5.77,-1.46,24,3,15,317,204,113,0,16,265,258,7,1,9.14,8.84,2.3
San Francisco 49ers,12,2012,W,N,24,12,20,367,203,163,1,15,257,170,87,1,7.83,6.76,-1.48,32,7,18,353,232,121,0,12,143,58,85,2,13.46,14.69,-1.65
San Francisco 49ers,14,2012,W,Y,25,13,20,368,206,161,1,15,260,176,84,1,7.59,7.67,-2.63,31,21,18,375,231,144,2,19,290,231,59,2,5.41,15.81,-13.01
San Francisco 49ers,15,2012,W,N,25,13,20,363,202,160,1,16,257,172,85,1,7.82,7.33,-2.36,27,13,20,321,166,155,0,17,227,133,94,1,10.18,3.94,0.34
San Francisco 49ers,16,2012,L,N,26,14,20,365,203,162,1,17,279,193,86,1,7.34,6.85,-1.73,41,34,19,388,208,180,2,32,520,425,95,4,1.99,1.63,5.22
San Francisco 49ers,17,2012,W,Y,25,16,19,361,205,156,1,17,284,191,92,1,6.66,4.81,-1.99,13,42,17,313,231,82,2,22,346,170,176,1,-1.44,-19.69,-5.09
San Francisco 49ers,65,2012,W,Y,25,16,19,364,210,154,1,17,282,192,90,1,7.06,5.07,-2.17,27,13,20,407,278,129,0,11,262,207,55,2,12.21,8.46,-4.49
San Francisco 49ers,75,2012,W,N,27,17,20,379,213,165,1,17,287,196,91,1,8.31,3.67,-1.68,45,31,29,579,256,323,1,20,352,248,104,2,25.88,-16,5.15
San Francisco 49ers,100,2012,L,Y,27,18,20,378,214,164,1,18,299,208,90,1,8.83,2.49,-1.65,28,24,21,373,224,149,1,27,477,396,81,2,16.62,-15.22,-1.23
San Francisco 49ers,1,2013,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2013,L,N,34,28,23,494,404,90,0,23,385,322,63,2,18.21,-8.49,-3.29,34,28,23,494,404,90,0,23,385,322,63,2,18.21,-8.49,-3.29
San Francisco 49ers,3,2013,L,Y,18,28,17,350,255,95,2,21,337,220,117,1,-3.85,-3.24,-3.32,3,29,12,207,107,100,5,19,290,118,172,1,-25.9,2.01,-3.35
San Francisco 49ers,5,2013,W,Y,14,28,16,318,216,101,2,21,337,197,139,1,-4.95,-6.25,-2.41,7,27,14,254,139,115,2,23,336,152,184,0,-7.16,-12.26,-0.58
San Francisco 49ers,6,2013,W,Y,19,21,16,309,189,120,1,20,331,193,137,1,-2.54,0.12,-0.6,34,3,17,284,107,177,0,17,313,182,131,4,4.7,19.21,4.81
San Francisco 49ers,7,2013,W,N,22,21,17,325,199,126,1,19,345,213,131,2,-2.28,1.94,-0.11,32,20,20,387,238,149,2,16,403,294,109,4,-1.25,9.22,1.87
San Francisco 49ers,8,2013,W,N,23,20,17,329,198,130,1,18,349,227,121,2,-0.19,1.01,1.56,31,17,19,349,196,153,0,15,368,298,70,2,10.28,-3.66,9.9
San Francisco 49ers,10,2013,L,Y,26,19,18,339,195,143,1,19,344,227,117,2,2.82,2.02,1.09,42,10,25,398,177,221,1,20,318,228,90,1,20.89,8.1,-1.73
San Francisco 49ers,11,2013,L,N,24,18,17,315,176,138,1,18,332,216,116,2,-0.4,3,2.06,9,10,10,151,46,105,2,15,250,141,109,2,-22.93,9.9,8.81
San Francisco 49ers,14,2013,W,Y,23,18,16,302,169,132,1,19,338,225,113,2,-0.99,2.1,2.73,20,23,12,196,115,81,1,23,387,295,92,3,-5.76,-5.14,8.17
San Francisco 49ers,15,2013,W,N,23,18,17,303,168,135,1,18,331,220,110,2,-0.97,1.67,3.14,19,17,19,318,155,163,1,13,264,178,86,1,-0.82,-2.16,6.78
San Francisco 49ers,16,2013,W,Y,24,18,17,310,170,140,1,17,317,213,104,2,-0.3,2.31,3.38,33,14,22,376,189,187,0,13,183,144,39,2,6.43,8.69,5.75
San Francisco 49ers,17,2013,W,N,24,18,17,316,171,145,1,18,324,224,100,2,1.29,2.17,2.39,34,24,20,379,180,199,0,25,402,341,61,2,18.81,0.67,-8.48
San Francisco 49ers,50,2013,W,N,24,18,17,320,180,140,1,18,337,237,99,2,1.43,1.58,2.66,23,20,19,375,292,83,0,19,482,399,83,2,3.12,-5.55,5.89
San Francisco 49ers,65,2013,W,N,24,18,18,324,182,142,1,18,333,232,100,1,2.19,1.1,2.19,23,20,22,381,214,167,1,18,281,157,124,0,11.98,-5.14,-3.84
San Francisco 49ers,75,2013,L,N,24,18,18,324,183,141,1,18,332,232,100,1,2.84,0.85,2.13,23,10,21,315,189,126,0,18,325,232,93,2,11.99,-2.72,1.23
San Francisco 49ers,1,2014,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2014,L,Y,28,17,19,319,192,127,0,26,382,255,127,4,9.57,2.69,-0.64,28,17,19,319,192,127,0,26,382,255,127,4,9.57,2.69,-0.64
San Francisco 49ers,3,2014,L,N,24,22,19,339,212,127,2,22,299,212,86,2,2.09,-1.32,2.25,20,28,19,359,232,127,4,19,216,170,46,0,-5.4,-5.33,5.13
San Francisco 49ers,4,2014,W,Y,20,22,19,332,220,112,1,23,312,226,85,1,5.01,-5.56,-0.05,14,23,20,318,236,82,0,24,338,254,84,1,10.85,-14.03,-4.65
San Francisco 49ers,5,2014,W,Y,22,22,19,350,212,138,1,20,287,217,69,2,2.45,0.59,-1.7,26,21,20,407,189,218,1,11,213,191,22,4,-5.23,19.02,-6.62
San Francisco 49ers,7,2014,L,N,22,21,20,352,207,145,1,18,282,205,77,2,3.5,-0.23,-0.73,22,17,22,357,186,171,0,14,265,158,107,1,7.73,-3.49,3.14
San Francisco 49ers,10,2014,W,N,21,24,20,345,213,131,1,19,305,222,83,1,3.11,-4.45,-0.37,17,42,22,310,248,62,1,23,419,304,115,0,1.12,-25.58,1.42
San Francisco 49ers,11,2014,W,N,22,24,20,342,209,133,1,20,322,231,91,1,3.09,-3.65,-0.4,27,24,21,330,186,144,1,23,423,287,136,3,3.01,1.17,-0.61
San Francisco 49ers,13,2014,L,Y,21,22,20,341,206,134,1,19,323,235,87,2,2.44,-1.2,-0.61,16,10,20,333,185,148,1,17,330,265,65,5,-2.1,15.94,-2.04
San Francisco 49ers,15,2014,L,N,19,22,19,321,194,127,1,19,329,234,95,2,1.32,-1.2,-0.87,3,19,16,164,100,64,3,16,379,222,157,0,-7.67,-1.22,-2.93
San Francisco 49ers,17,2014,W,Y,18,21,19,314,185,128,1,19,325,224,101,1,0.78,-1.6,-0.96,7,17,14,245,105,140,0,18,290,138,152,1,-4.13,-5.13,-1.75
San Francisco 49ers,1,2015,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2015,L,N,20,3,25,395,165,230,1,17,248,177,71,1,12.1,13.36,-8.12,20,3,25,395,165,230,1,17,248,177,71,1,12.1,13.36,-8.12
San Francisco 49ers,3,2015,L,N,19,23,26,402,231,170,1,19,350,273,77,0,9.27,-8.19,-3.53,18,43,27,409,298,111,1,21,453,369,84,0,6.43,-29.74,1.07
San Francisco 49ers,4,2015,L,Y,15,31,20,320,172,148,2,22,382,284,98,0,-2.55,-12.66,1.08,7,47,10,156,53,103,4,28,446,307,139,1,-26.19,-21.61,10.29
San Francisco 49ers,5,2015,L,N,12,27,17,289,158,130,1,21,377,263,114,0,-4.73,-10.98,2.05,3,17,8,196,119,77,1,18,362,200,162,0,-11.25,-5.93,4.95
San Francisco 49ers,6,2015,W,Y,15,28,18,307,178,129,1,22,406,298,108,0,-0.38,-13.38,1.88,27,30,22,380,256,124,0,30,525,441,84,1,17.01,-22.97,1.19
San Francisco 49ers,7,2015,L,Y,16,26,17,321,202,118,1,23,409,306,102,0,1.29,-11.97,1.53,25,20,15,391,326,65,0,25,420,343,77,2,9.65,-4.93,-0.22
San Francisco 49ers,9,2015,W,Y,14,25,16,295,185,110,1,22,406,292,113,1,-1.14,-11.15,1.82,3,20,8,142,81,61,0,21,388,212,176,2,-15.72,-6.26,3.58
San Francisco 49ers,11,2015,L,N,15,24,16,298,185,113,1,22,393,291,101,0,-0.49,-9.65,1.02,17,16,18,318,185,133,2,17,302,285,17,0,4.03,0.89,-4.55
San Francisco 49ers,12,2015,L,Y,14,25,16,299,192,107,1,22,405,287,118,0,-0.35,-11.08,1.4,13,29,14,306,247,59,0,28,508,253,255,0,0.81,-22.52,4.37
San Francisco 49ers,13,2015,W,N,14,24,16,306,203,103,1,23,398,285,113,0,-0.15,-10.53,1.08,13,19,17,368,301,67,2,26,337,267,70,0,1.68,-5.59,-1.73
San Francisco 49ers,14,2015,L,N,15,24,16,304,200,104,1,22,395,277,118,0,-0.12,-9.1,1.05,26,20,13,291,170,121,0,20,364,194,170,1,0.11,5.22,0.7
San Francisco 49ers,15,2015,L,Y,15,24,16,297,195,101,0,23,402,274,127,0,-0.88,-9.31,1.58,10,24,15,221,150,71,0,28,481,251,230,2,-9.24,-11.6,7.47
San Francisco 49ers,16,2015,L,N,15,24,16,299,201,98,1,22,390,267,123,0,-2.4,-7.83,1.39,14,24,17,318,263,55,4,14,242,174,68,1,-20.61,9.84,-0.99
San Francisco 49ers,1,2016,W,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2016,L,N,28,0,28,320,170,150,1,10,185,120,65,2,5.1,25.61,-3.9,28,0,28,320,170,150,1,10,185,120,65,2,5.1,25.61,-3.9
San Francisco 49ers,3,2016,L,N,27,23,22,311,203,107,2,18,357,236,120,3,-4.44,7.32,0.89,27,46,16,302,237,65,3,26,529,353,176,4,-13.97,-10.97,5.67
San Francisco 49ers,4,2016,L,Y,24,27,18,292,175,116,1,18,377,254,122,2,-4.76,1.78,-0.76,18,37,12,254,119,135,1,18,418,291,127,2,-5.4,-9.29,-4.06
San Francisco 49ers,5,2016,L,Y,22,26,17,292,178,114,1,20,390,249,140,2,-3.06,-2.65,0.88,17,24,14,295,189,106,1,26,428,234,194,0,2.03,-15.96,5.8
San Francisco 49ers,6,2016,L,N,22,28,19,291,170,121,1,19,369,222,146,1,-2.86,-1.42,-1.54,21,33,25,286,135,151,3,17,288,116,172,0,-2.05,3.49,-11.2
San Francisco 49ers,7,2016,L,Y,21,30,18,292,169,123,1,21,390,215,174,1,-3.51,-4.5,-1.73,16,45,16,300,167,133,1,29,492,179,313,2,-6.77,-19.86,-2.66
San Francisco 49ers,9,2016,L,Y,20,31,18,290,161,128,1,21,407,222,185,1,-3.43,-5.99,-1.2,17,34,20,273,113,160,3,27,513,264,249,1,-2.93,-14.93,1.95
San Francisco 49ers,10,2016,L,N,20,32,18,314,190,124,2,22,428,235,193,1,-3.4,-8.92,0.39,23,41,19,486,393,93,4,29,571,323,248,0,-3.2,-29.46,11.54
San Francisco 49ers,11,2016,L,Y,20,31,18,310,191,119,2,23,429,249,180,1,-3.1,-8.67,0.83,20,23,15,281,198,83,1,26,443,363,80,4,-0.69,-6.62,4.31
San Francisco 49ers,12,2016,L,N,20,31,18,309,189,119,1,23,431,251,179,1,-2.62,-9.51,0.56,17,30,20,299,177,122,0,28,444,273,171,0,1.68,-17.09,-1.82
San Francisco 49ers,13,2016,L,N,20,31,19,324,198,126,1,23,424,252,171,1,-1.27,-9.89,0.56,24,31,25,475,282,193,2,19,358,263,95,0,12.23,-13.75,0.56
San Francisco 49ers,14,2016,L,Y,19,30,18,309,182,127,1,22,416,246,169,1,-2.45,-9.63,0.8,6,26,10,147,6,141,0,19,326,184,142,1,-15.47,-6.76,3.4
San Francisco 49ers,15,2016,L,N,19,30,18,314,177,136,1,22,415,244,170,1,-2.16,-9.04,0.33,17,23,17,364,116,248,0,24,404,216,188,1,1.32,-1.98,-5.34
San Francisco 49ers,16,2016,W,N,18,31,18,311,176,134,1,23,424,248,176,1,-1.99,-10.46,0.44,13,41,15,272,165,107,1,29,550,302,248,1,0.33,-28.85,1.86
San Francisco 49ers,17,2016,L,Y,19,30,18,311,181,130,1,22,408,237,171,1,-2.15,-9.05,-0.13,22,21,21,323,253,70,2,13,177,78,99,2,-4.52,10.68,-8.08
San Francisco 49ers,1,2017,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2017,L,N,3,23,13,217,166,51,2,20,287,171,116,2,-22.9,0.04,3.05,3,23,13,217,166,51,2,20,287,171,116,2,-22.9,0.04,3.05
San Francisco 49ers,3,2017,L,Y,6,17,12,232,127,105,1,20,299,176,123,1,-16.49,0.25,5.07,9,12,11,248,89,159,1,21,312,181,131,0,-10.07,0.45,7.08
San Francisco 49ers,4,2017,L,N,17,25,16,295,187,107,1,22,339,214,124,1,-9.09,-8.24,7.64,39,41,25,421,308,113,2,26,418,292,126,2,5.71,-25.2,12.79
San Francisco 49ers,5,2017,L,N,16,23,17,297,193,104,1,23,346,240,106,1,-9.52,-5.26,6.57,15,18,20,305,210,95,1,25,368,317,51,1,-10.83,3.67,3.36
San Francisco 49ers,7,2017,L,Y,17,24,18,318,221,96,1,23,366,249,116,1,-5.55,-5.4,3.81,23,26,23,402,336,66,0,25,447,288,159,1,10.34,-5.95,-7.25
San Francisco 49ers,8,2017,L,N,16,26,19,313,216,97,1,24,388,247,141,1,-5.93,-9.27,3.33,10,40,23,290,187,103,3,27,501,236,265,0,-7.8,-28.6,0.96
San Francisco 49ers,9,2017,L,Y,15,27,18,303,205,97,1,23,376,239,137,1,-7.78,-8.39,2.63,10,33,14,238,144,94,2,19,304,192,112,1,-18.94,-3.12,-1.57
San Francisco 49ers,10,2017,W,Y,14,26,18,306,213,93,1,22,375,234,140,1,-9.29,-6.84,2.8,10,20,17,329,266,63,2,20,368,201,167,2,-19.86,3.98,3.99
San Francisco 49ers,12,2017,L,Y,16,26,18,324,221,103,1,22,375,237,137,1,-6.6,-7.23,3,31,21,21,474,288,186,2,19,374,260,114,1,14.95,-10.34,4.59
San Francisco 49ers,13,2017,W,N,16,25,18,320,219,101,1,22,369,236,133,1,-6.96,-6.8,2.88,13,24,16,280,196,84,1,20,318,228,90,1,-10.16,-2.89,1.79
San Francisco 49ers,14,2017,W,N,16,24,18,326,224,102,1,20,349,222,126,1,-5.92,-6.04,2.34,15,14,23,388,278,110,1,8,147,85,62,0,4.45,1.5,-3.02
San Francisco 49ers,15,2017,W,Y,17,24,18,334,231,102,1,20,346,222,123,1,-4.92,-5.2,2.06,26,16,20,416,314,102,1,18,311,221,90,1,6.06,4.09,-1
San Francisco 49ers,16,2017,W,Y,17,23,19,340,241,98,1,20,344,223,121,1,-3.54,-5.6,1.87,25,23,23,414,363,51,0,23,328,238,90,1,13.08,-10.46,-0.42
San Francisco 49ers,17,2017,W,N,19,24,19,342,241,100,1,21,353,235,118,1,-1.93,-5.73,1.81,44,33,26,369,238,131,1,32,472,380,92,3,18.97,-7.43,0.92
San Francisco 49ers,1,2018,L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2018,W,Y,16,24,20,327,237,90,4,19,343,227,116,1,-12.02,2.96,1.7,16,24,20,327,237,90,4,19,343,227,116,1,-12.02,2.96,1.7
San Francisco 49ers,3,2018,L,N,23,25,21,336,196,140,2,22,385,278,107,1,-0.86,-2.63,3.1,30,27,23,346,156,190,0,25,427,329,98,1,10.3,-8.22,4.49
San Francisco 49ers,5,2018,L,Y,24,29,23,359,207,152,1,25,384,287,97,0,5.81,-11.65,1.54,27,38,26,406,228,178,0,31,384,307,77,0,19.16,-29.69,-1.56
San Francisco 49ers,6,2018,L,N,22,29,25,381,230,151,2,21,343,256,86,0,1.77,-7.75,0.13,18,28,33,447,300,147,5,10,220,164,56,0,-10.35,3.94,-4.12
San Francisco 49ers,7,2018,L,Y,24,30,24,385,229,155,2,22,379,286,92,0,3.64,-9.47,0.55,30,33,18,401,227,174,3,26,521,405,116,0,11.1,-16.33,2.23
San Francisco 49ers,8,2018,L,N,21,31,22,359,211,147,2,21,372,270,101,0,-0.25,-9.7,1.45,10,39,16,228,121,107,4,20,339,193,146,0,-19.69,-10.86,5.98
San Francisco 49ers,10,2018,L,Y,20,29,21,346,204,141,2,21,365,265,99,0,-0.67,-9.18,1.67,15,18,16,267,160,107,0,20,321,233,88,2,-3.16,-6.06,2.98
San Francisco 49ers,12,2018,L,N,21,29,22,349,209,139,2,21,354,254,99,0,0.27,-9.14,1.43,23,27,24,374,250,124,2,17,277,180,97,0,6.78,-8.85,-0.26
San Francisco 49ers,13,2018,L,N,19,29,22,348,208,140,2,21,360,260,100,0,0.18,-9.82,1.11,9,27,23,342,194,148,2,25,412,304,108,0,-0.52,-15.23,-1.45
San Francisco 49ers,14,2018,W,Y,19,30,22,359,225,133,2,21,357,250,107,0,-0.24,-10.77,0.58,16,43,24,452,386,66,3,21,331,163,168,0,-3.97,-19.4,-4.17
San Francisco 49ers,15,2018,W,Y,19,28,22,361,233,128,2,21,349,243,106,0,0.37,-9.77,0.22,20,14,24,389,305,84,1,22,274,171,103,0,6.46,0.26,-3.44
San Francisco 49ers,16,2018,L,Y,20,28,22,360,235,125,2,21,352,241,111,0,0.73,-9.55,0.62,26,23,20,351,257,94,1,18,385,217,168,0,4.67,-7.17,5.04
San Francisco 49ers,17,2018,L,N,19,27,21,354,234,119,2,21,350,240,110,0,0.36,-9.28,0.46,9,14,15,279,232,47,1,20,325,235,90,2,-4.05,-5.98,-1.4
San Francisco 49ers,1,2019,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2019,W,N,31,17,17,256,158,98,2,21,295,174,121,4,-7.51,19.12,1.1,31,17,17,256,158,98,2,21,295,174,121,4,-7.51,19.12,1.1
San Francisco 49ers,3,2019,W,Y,36,17,22,413,235,178,1,17,305,232,73,2,9.92,10.13,-2.77,41,17,27,571,312,259,1,14,316,291,25,1,27.34,1.14,-6.64
San Francisco 49ers,5,2019,W,Y,32,18,23,421,246,175,2,15,283,208,75,2,5.37,10.15,-1.81,24,20,26,436,268,168,5,11,239,160,79,2,-3.72,10.2,0.12
San Francisco 49ers,6,2019,W,N,31,14,23,427,227,200,2,13,257,175,81,2,7.12,13.26,-3.98,31,3,22,446,171,275,0,9,180,78,102,4,12.38,22.56,-10.5
San Francisco 49ers,8,2019,W,Y,29,12,22,408,228,179,2,13,237,150,87,2,4.99,15.65,-4.19,20,7,22,331,232,99,2,10,157,48,109,1,-3.54,25.23,-5.01
San Francisco 49ers,9,2019,W,N,33,12,23,404,216,188,1,12,236,141,94,2,6.8,18.05,-4.68,51,13,24,388,156,232,1,12,230,100,130,3,15.84,30.05,-7.14
San Francisco 49ers,10,2019,L,Y,32,14,22,405,229,176,1,13,253,150,102,2,8.46,13.51,-3.88,28,25,21,411,310,101,0,19,357,204,153,0,18.45,-13.71,0.88
San Francisco 49ers,11,2019,W,Y,31,16,22,392,227,164,1,14,263,155,108,2,5.19,14.04,-3.93,24,27,21,302,215,87,3,19,336,189,147,4,-17.73,17.69,-4.23
San Francisco 49ers,12,2019,W,Y,31,17,22,398,247,150,1,15,264,152,111,2,5.6,12.47,-3.36,36,26,26,442,408,34,2,21,266,131,135,2,8.92,-0.09,1.17
San Francisco 49ers,13,2019,L,N,32,16,22,392,245,146,1,15,257,145,111,2,6.11,12.68,-2.96,37,8,16,339,227,112,0,19,198,81,117,1,10.66,14.62,0.67
San Francisco 49ers,14,2019,W,N,30,16,21,386,237,149,1,16,259,141,117,2,6.12,10.95,-2.8,17,20,15,331,157,174,1,21,283,105,178,1,6.2,-6.4,-1.2
San Francisco 49ers,15,2019,L,Y,32,19,21,397,247,150,1,17,276,159,117,2,7.89,8.2,-2.86,48,46,25,516,354,162,1,28,465,349,116,1,27.42,-21.97,-3.51
San Francisco 49ers,16,2019,W,Y,31,19,21,390,243,147,1,17,277,162,115,1,7.5,7.03,-2.85,22,29,20,313,193,120,2,20,290,201,89,1,2.84,-7.04,-2.73
San Francisco 49ers,17,2019,W,N,31,20,21,386,241,145,1,17,286,173,112,1,7.23,6.3,-2.51,34,31,19,334,215,119,2,24,395,323,72,1,3.67,-3.16,1.84
San Francisco 49ers,65,2019,W,Y,31,20,21,387,243,144,1,18,290,177,113,1,7.9,5.16,-2.55,26,21,18,398,270,128,0,27,348,223,125,0,17.28,-10.85,-3.02
San Francisco 49ers,75,2019,W,Y,31,20,21,382,235,147,1,17,281,173,107,1,7.45,5.89,-2.44,27,10,21,308,122,186,2,7,147,126,21,2,0.66,16.91,-0.78
San Francisco 49ers,100,2019,L,Y,31,20,21,380,225,155,1,17,285,181,104,1,8.07,5.23,-2.16,37,20,19,354,69,285,0,21,358,296,62,3,18.03,-5.47,2.28
San Francisco 49ers,1,2020,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ers,2,2020,W,N,20,24,18,366,243,123,0,29,404,224,180,1,3.88,-6.46,0.46,20,24,18,366,243,123,0,29,404,224,180,1,3.88,-6.46,0.46
San Francisco 49ers,3,2020,W,N,25,18,17,362,210,152,0,23,340,198,142,0,7.64,-0.77,0.66,31,13,17,359,177,182,1,17,277,173,104,0,11.4,4.92,0.86
San Francisco 49ers,4,2020,L,Y,29,15,21,381,249,132,0,19,304,187,116,1,11.27,3.11,-2.24,36,9,29,420,327,93,0,13,231,165,66,3,18.53,10.86,-8.05
San Francisco 49ers,5,2020,L,Y,26,17,22,390,262,128,1,19,294,184,110,1,8.46,2.17,-2.62,20,25,25,417,301,116,3,18,267,174,93,1,0.02,-0.66,-3.75
San Francisco 49ers,6,2020,W,Y,24,22,21,364,235,129,1,19,323,215,107,1,4.87,-2.14,-2.1,17,43,19,259,128,131,3,22,436,342,94,0,-9.48,-19.36,-0.03
San Francisco 49ers,7,2020,W,N,24,21,22,368,240,127,1,19,321,212,108,1,6.17,-2.13,-2.17,24,16,24,390,268,122,0,17,311,198,113,1,12.69,-2.05,-2.53
San Francisco 49ers,8,2020,L,N,25,19,22,382,244,137,1,19,309,203,106,1,8.5,-0.47,-2.8,33,6,26,467,270,197,2,17,241,147,94,4,22.44,9.49,-6.55
San Francisco 49ers,9,2020,L,Y,26,21,22,378,251,127,1,20,314,209,105,1,9.22,-2.65,-3.54,27,37,24,351,299,52,2,27,350,249,101,0,14.29,-17.9,-8.73
San Francisco 49ers,10,2020,L,N,25,23,22,374,255,119,1,20,324,218,106,1,8.22,-4.53,-2.73,17,34,17,337,282,55,2,21,405,294,111,0,0.24,-19.59,3.72
